Detalle del Correo	VALIDACION 1	CODIGO 1
Estimada Pamela, buenas tardes, me llego una imnformacion a mi mail donde se me indica que vence el periodo de gratuidad de la mantencion de la cuenta corriente, como puedo mantener este beneficio?  Favor si me pudiera indicar como hacemos para seguir exento de cobros por mantencion.  Quedo atento. Gracias.- Ivan Lopez S.  	1	17
tengo un cobro duplicado, pague la tc y ademas me cobraron descontando de la cta cte. ademas aún no me responden si me abonaran de la promocion de restaurant del 50% utilzado en febrero y marzo	1	28
Hola María Fernanda Estaba viendo los costos mensuales a mi Línea de Crédito y Tarjeta débito y entre ambos productos pago 8 mil pesos mensuales. Dado mis saldos en la cta cte, me es conveniente eliminar ambos productos, por lo que me gustaría iniciar la tramitación para hacerlo. Saludos y quedo atento,	1	20
Estimados, El dia martes deposite un vale vista por 1.550.000, aparecio en la cta como retenido hasta ayer y hoy no pararece.... que hago? 	1	1
Hola Carolina, te agradecería pagar la totalidad del cupo utilizado en mi tarjeta One (no entiendo bien el estado de cuenta jejeje), también te agradecería me ayudes con los Security Pesos... tenía al rededor de 350 mil y estuvo con problemas la aplicación como un mes y hoy aparecen 25 mil Security pesos... ploppp.... he llamado muchas veces y es imposible colunicarse. De antemano muuuchas gracias!!!!	2	17
Hola! me gustaría que me habiliten la tarjeta de crédito para EE.UU (Miami) entre los días lunes 10 de septiembre 2018 hasta el 20 de septiembre de 2018. Muchas gracias  Elisa TOnkin	2	5
Sofia, ya estoy en linea otra vez. Gracias  Quería saber como puedo pagar el uso en el extranjero de mi tarjeta de crédito en dólares desde mi cuenta personal en dólares. saludos  	2	9
Hola, que tal. Buen día. Mucho agradeceré su ayuda para realizar un prepago de la Visa, y por lo tanto, un adelantamiento de cuotas. Pagaré el total de la deuda nacional. Agradeceré me puedas indicar el monto y los pasos necesarios para que no se reflejen las deudas en las facturaciones siguientes.  Atte., -DGP	2	17
Hola Claudia,   Solo para informarte que estaré de viaje desde hoy 08/02 hasta el 19/02 en Brasil. Para que por favor veas que no tenga problemas en el uso de mis tarjetas de crédito.  Gracias y saludos Ana María	2	5
Buenos días,mes de julio me vence tarjeta de crédito y priority pass,que debo hacer para adquirir mi nueva tarjeta?puedo pedirla a través de la página y retirarla?gracias	2	7
Estimada: Junto con saludarte, me acaban de comunicar que me bloquearon mi tarjeta de crédito terminada en 0625 por fraude. te consulto como debo hacer para que me hagan llegar el nuevo plástico, ya que yo vivo en Punta Arenas y no hay sucursal. atento a su pronta respuesta se despide  Carlos Torres.-	2	7
estimados  He realizado pagos en mi tarjeta necesito que se acelere el pago de lo realizado hay un monto de -7000000 que aparece en la cuenta, hoy nuevamente realice un pago de 1000000  Gracias.  GFV	2	27
transacciones no autorizadas TC internacional 	2	16
Hola monica, quiero saber si es posible activar mi tarjeta para ocuparla en EE.UU. , voy a estar en un crucero pasando por Jamaica,México y Haití, estoy corriendo y no quiero ir al banco. Si no es posible tendré que hacerlo. De antemano muchas gracias y espero respuesta ? Mi tarjeta one.  Gracias                 	2	5
favor evaluar con las nuevas liquidaciones de sueldo el aumento de cupo de mi tarjeta de crédito y linea de sobregiro gracias  vivian uribe	2	1
Cuando se activa la promoción de pago de colegiaturas con tarjeta de crédito a precio contado? Gracias 	2	30
Estimada Natalia, Solicito la reducción de cupo de mi tarjeta de crédito MasterCard black a 4 M solamente.  Agradecido de antemano por la gestión. Atte. NH	2	25
Estimada Marcela Agradeceré me ayude con este cargo ya que está duplicado, solo tiene que haber 1: 24-Ago-2018  PORTEZUELO VITACURA SANTIAGO CC 01-03  00000000000000000000000  100.000   24-Ago-2018  PORTEZUELO VITACURA SANTIAGO CC 01-03  00000000000000000000000  100.000   Quedo atenta a sus comentarios,  Marcia Ugarte Cid	2	16
Hola Pamela , mira necesito que me autorices la tarjeta One Mastercard  5200 7913 0004 8460, para operar en el extranjero durante los días 22 de febrero al 07 de marzo. Muchas gracias	2	5
hola monica para el aumento del cupo tarjeta en pesos a 3000000 que necesitas que te envie 	2	1
Nicol en relacion a lo conversado telefonicamente, favor reversar saldo a favor en mi tarjeta de credito (207.335 pesos) a mi cuenta corriente. Saludos... PCJ	2	28
Favor necesito como renegociar la deuda la la linea de credito y la tarjeta  gracias.	2	18
Hola Ingrid,   Agradezco tu gestión con el crédito y las firmas. Todo fue bastante expedito.   Por favor te pido prepagar y dejar en 0 mi tarjeta de crédito el día de hoy.  Desde ya muchas gracias.   Saludos,   Constanza Olivares-Ortega	2	17
EL viernes bloqueé mi tarjeta de crédito por extravío. Necesito que sea emitida nuevamente.  Muchas gracias. Sebastián 	2	7
Estimada Lorena,  Estoy de vacaciones en Ecuador y necesito inscribirme en el Congreso  Latiinoamericano de Mastozoologia... Sin embargo, no puedo completar mi pago de inscripción en dólares dede la web del  banco...Agradecería me indicaran que puedo hacer para realizar la transferencia a la cuenta del congreso en Bolivia...  Saludos cordiales  Carlos Zuleta	2	5
CLAUDIA favor habilitar mi tarjeta Mastercard para operar en Argentina del 4 al 8 de Enero 2018. Gracias    	2	5
Estimada Fabiola,  Queria consultarte acerca de la tarjeta adicional Master Card Nº5200791101400324 que esta a nombre de Pauline Muller. Ella viaja fuera del país este Jueves y necesito que la tarjeta este habilitada para realizar pagos en el extranjero.  Atento a tus comentarios,  Muchas gracias Fernando Ortuzar	2	5
Hola Patricia cómo estás, mira te cuento estoy en Bariloche y necesito usar la Targeta de crédito y se me olvidó activarla, mi hermana me dijo que la activarías por dos días y es lo que necesito, cuanto demora la activación ...?  Mi mail es goulart82@gmail.com    Mil gracias y espero tu respuesta    Saludos 	2	5
Hola. Necesito activar mi tarjeta de crédito y débito para ser utilizada en Brasil. Viajo entre el 10 y el 17 de abril. Quedo atento a sus comentarios.  Saludos,  ITC	2	5
el cargo de la tarjeta de credito se descuenta automaticamente de mi cuenta corriente ,ho tengo yo que pagarla en la opcion pago automatico.para no generar doble pago	2	32
Buenas Maria Teresa , Quisiera pedir el estado de cuenta de la tarjeta en su parte internacional donde aparezca la fecha 14 de septiembre....al bloquear la tarjeta no estoy pudiendo ingresar a la información y necesito compartirla  de antemano mil gracias saludos cordiales  Javier Rivas	2	21
Hola Claudia, quiero pagar un cargo en dolares en mi tarjeta, como lo hago.  ademas quiero preguntar si me pueden aumentar el cupo en dolares a 250.  gracias, Lorena 	2	2
Estimada María José, entre el 15 y el 23 de septiembre 2018 estaré en Australia. Mucho te agradeceré permitir el uso de mi tarjeta Mastercard en dicho país. Muchas gracias y saludos, Javier 	2	5
Gina  Necesito que me permitan usar tarjeta de crédito en Asia, desde el día 12 de enero al día 5 de febrero 2018; además, necesito que me informen monto de comisión por sacar plata y por comprar con la tarjeta.  Gracias,  Pamela Daniels	2	5
Estimados, donde puedo ver los movimientos de mi facturación en USD ?.. he buscado el estado de cta con detalle pero nada ... saludos 	2	21
M. Victoria:  Te estaba llamando por que necesito hablar urgente contigo, ya que acabo de ver que tiene pago en hasta 12 cuotas precio contado los colegios, pero necesito aumentar el cupo de mi tarjeta (lo acabo de hacer por Internet) pero lo mas importante es que no tengo la tarjeta física, no la he usado hace 3 años, por lo tanto no la tengo, ni se que clave tenia.  Por favor me puedes llamar por teléfono al 9-79783017  Gracias  Constanza Irarrazaval	2	1
Buenas tardes Sofía  Te quería pedir si podrías activar mi tarjeta a estado VIP, ya que este día viernes 26 de octubre viajo a Mexico y Estados Unidos hasta el día 12 de Noviembre.    Saludos MCL	2	5
Hice reserva en hotel para cancelar con los Security Pesos, cómo puedo verificar que éstos se harán efectivos?	2	11
Estimada Patricia, Pido tu ayuda en clarificar de que se debe el PAC de tarjeta de crédito que fue cobrado el día 03-09 por $144.745  Agradecida. 	2	16
Necesito hacer una transferencia a Brasil. Me informa por favor de como debo hacerlo y que formulario debo llenar. Mcuhas gracias	2	24
Adrian,  estoy viajando fuera de chile y me sgustaría ver si se puede aumentar el cupo USD de la TC.  gracias  Fernando Larrain  	2	2
estimada,  necesito una tarjeta adicional de credito para mi hija y una tarjeta de cuenta vista. cuales son los requerimientos?  gracias 	2	8
 Estimada Carolina Como estas?. Pague con la tarjeta de crédito mis impuestos en tres cuotas precio contado y me aparece un cobro con interés del 2,37%. Me puedes comentar por que es esto??? Te copio mas abajo lo que me aparece en estado de cuenta de este mes.  Atenta tus comentarios. Saludos Carmen Gloria  SANTIAGO  20/04/2018  200488695306  S.I.I.RENTA F-22 TASA INT 2,37%  $ 398.345  $ 417.375  00/03  $ 139.125  	2	16
Hola, necesito activar mi tarjeta para compras en brasil dentro de la fecha del 29/01 al 06/02. quedo atento a sus comentarios y confirmación. Saludos.	2	5
Hola Maria Laura, escribo para informar que estaré de viaje en España y Portugal desde el dia 14 de mayo al 17 de Junio. Por tal motivo necesito que me activen tarjeta de crédito para ser usada.  atte Andrea Fernandez Craddock 	2	5
activar tarjetas de crédito para usar en buenos aires desde hoy 30.10.2018 hasta el 05.11.2018. urgente	2	5
Hola Carolina te cuento que bloquee mi TC. Al parecer subí datos a una pagina no segura. Por lo anterior, te agradeceré gestionar un nuevo plástico. Quedo atento a tus comentarios.  Slds, Roberto Iriarte	2	7
Necesito habilitar mi tarjeta para operar en Argentina entre 19 y 22 de Octubre (ambas fechas incluidas). Favor respuesta urgente	2	5
Estimada, necesito activar la tarjeta master card black, para uso en Estados Unidos, desde el 19/06 al 1/07. Atento a tus comentarios.  Saludos.  	2	5
Hola, les escribo para pedir un aumento de cupo en mi tarjeta Master Card. Al mismo que tenía en un principio (lo disminuí al mínimo hace 5 años atrás porque me fui a vivir a Londres, y no necesitaba tener tanto cupo). Quedo a la espera de sus respuestas. Saludos,  Virginia Etcheverry	2	1
Estimada Pilar: Te pido me informes a que corresponde los cargos efectuados en mi tarjeta de crédito el día 24 de agosto. No los reconozco. 	2	16
Estimada Karen  Le ruego que al vencimiento se pague el total facturado de mis tarjetas de crédito.  Muy agradecido.  Saludos cordiales	2	17
hola estoy en argentina y quiero usar las tarjetas ,,debo hacer algún tramite primero? En que cajeros se pueden utilizar? Grcias	2	5
Rodrigo   Necesito explicacion de los cargos en dolares. No he usado la tarjeta en meses y no entiendo que estan cobrando.    Mil dolares un mes, 700 el siguiente??? Y yo no he hecho ningun cargo.    Por favor enviame los cargos por tarjeta en excel de los ultimos 6 meses solo en usd.. para revisar y me acrediten todos los cargos hechos que yo no hize.  Saludos  Martin Oros	2	21
Hola Ingrid favor requiero activar mi tarjeta master card porque viajo a Cuba del 27 al 3 de Febrero 2018 incluido . Agradecere tu confirmación que quedo activada y saber cuanto cupo tengo en dólares. Muchas gracias	2	5
quiero anticipar el pago de 2 cuotas de la TC. 11de 12 y 12 de 12  monto $50115.- cada una  solo lo hago? o hay un proceso que hacer..? avisame porfavor.	2	27
Estimada Rayen, necesito la cartola de la tarjeta de credito de los siguientes meses por favor: JULIO 2016 AGOSTO 2016 SEPTIEMBRE 2016 OCTUBRE 2016 NOVIEMBRE 2016 DICIEMBRE 2016 ENERO 2017  Es urgente muchas gracias	2	21
Estimados:  Necesito saber la modalidad de pago de la tarjeta de credito mastercard. Quisiera saber si:  1.-Tiene PAC desde la cuenta corriente,  2.-Fecha de facturación  3.-Tiene pago mínimo asociado.  Muchas gracias	2	30
Hola Paula,   Necesito activar urgente mi tarjeta de crédito para poder utilizarla en el extranjero, estaré viajando este domingo por la noche regresando el 6 de Agosto a Chile, llamé al banco pero como no he podido ir a una sucursal del banco a reestablecer mi contraseña de redbank no me pudieron ayudar y dijeron que debes autorizarlo tu, te pido que por favor veas este tema el Lunes por la mañana para que pueda utilizar mi tarjeta durante mi viaje.   De antemano muchas gracias por tu ayuda.	2	5
hola , no reconozco una cargo en la tarjeta de credito de fecha 13/12/2017 , codigo de referencia 13120 por un avance en efectivo monto $ 100.000.  solicito saber mas datos al respecto , lugar en donde se hizo ese avance y la tarjeta de credito .  en espera de la informacion  atte,  jacqueline grossman 	2	16
Hola Lorena. te cuento yo pague la tarjeta de credito y por pac tambien se pago, que paso?, no entiendo nada, saludos	2	13
Hola Maria jose ,  Cómo estás . Estoy revisando mis SP  y la cifra está en negativo y no entiendo ,  pensé que tenia 92000 sp , puedes confirmar que si están disponibles por favor ?? gracias m  rut  10.034,073-9  Saludos  alejandra	2	11
Estimada Marion,   al parecer mi tarjeta Mastercard está bloqueada y quisiera solicitar una nueva. Cómo debo solicitar este trámite? Mi tarjeta de débito también es bastante vieja ya y quisiera aprovechar de renovarla. Me cuentas cómo tengo que proceder. Muchas gracias.   Saludos,  Sabina	2	7
¿Para prepagar la tarjeta de crédito basta con pagar el total vía web o debo hacer algo adicional?	2	30
Por favor habilitar mi tarjeta de credito para ser usada en el extranjero entre hoy y el Lunes 5 de Febrero en Uruguay, Argentina y las Islas Malvinas Gracias	2	5
Estimada buenos días, voy a viajar a Perú unos días y me gustaría activar la tarjeta de crédito para esa zona.  Saludos, gracias. 	2	5
Hola, necesito saber que debo hacer para registrar pago automático a mi tarjeta de crédito la cuentas de luz, agua y gas y si tengo algún beneficio por hacerlo.   Gracias, quedo atento.   Felipe	2	32
